ordem;codigo_sessao;modulo;nome_modulo;objetivo_modulo;referencia_v3;topico_macro;nivel;tipo_sessao;titulo_aula;conteudo_programado;pratica;entrega;criterio_aprovacao;observacao
108;M1.07.04;M1;Java fundamentos absolutos e lógica aplicada;Construir base sólida de sintaxe, fluxo, entrada de dados, operadores, condicionais, laços, arrays, métodos e validação inicial.;M1 - Java fundamentos absolutos;boolean e regras verdadeiras/falsas;base;Erros comuns, diagnóstico e perguntas de fixação;boolean e regras verdadeiras/falsas - Erros comuns, diagnóstico e perguntas de fixação;flags, condições, nomes booleanos e leitura de regra de negócio. Nesta sessão: quebrar de propósito, interpretar erro, responder perguntas e registrar checklist.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
109;M1.08.01;M1;Java fundamentos absolutos e lógica aplicada;Construir base sólida de sintaxe, fluxo, entrada de dados, operadores, condicionais, laços, arrays, métodos e validação inicial.;M1 - Java fundamentos absolutos;char, Unicode e texto inicial;base;Conceito, por que existe e vocabulário essencial;char, Unicode e texto inicial - Conceito, por que existe e vocabulário essencial;caractere, aspas simples, diferença para String e uso real limitado. Nesta sessão: explicar o conceito com analogias, termos corretos, limites e relação com Java/backend.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
110;M1.08.02;M1;Java fundamentos absolutos e lógica aplicada;Construir base sólida de sintaxe, fluxo, entrada de dados, operadores, condicionais, laços, arrays, métodos e validação inicial.;M1 - Java fundamentos absolutos;char, Unicode e texto inicial;base;Exemplo mínimo digitado do zero;char, Unicode e texto inicial - Exemplo mínimo digitado do zero;caractere, aspas simples, diferença para String e uso real limitado. Nesta sessão: criar o menor código ou procedimento possível, executar e observar resultado.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
111;M1.08.03;M1;Java fundamentos absolutos e lógica aplicada;Construir base sólida de sintaxe, fluxo, entrada de dados, operadores, condicionais, laços, arrays, métodos e validação inicial.;M1 - Java fundamentos absolutos;char, Unicode e texto inicial;base;Exemplo aplicado ao domínio corporativo;char, Unicode e texto inicial - Exemplo aplicado ao domínio corporativo;caractere, aspas simples, diferença para String e uso real limitado. Nesta sessão: aplicar o assunto em cenário de OS, cliente, produto, pedido, pagamento, auditoria ou mensageria.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
112;M1.08.04;M1;Java fundamentos absolutos e lógica aplicada;Construir base sólida de sintaxe, fluxo, entrada de dados, operadores, condicionais, laços, arrays, métodos e validação inicial.;M1 - Java fundamentos absolutos;char, Unicode e texto inicial;base;Erros comuns, diagnóstico e perguntas de fixação;char, Unicode e texto inicial - Erros comuns, diagnóstico e perguntas de fixação;caractere, aspas simples, diferença para String e uso real limitado. Nesta sessão: quebrar de propósito, interpretar erro, responder perguntas e registrar checklist.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
113;M1.09.01;M1;Java fundamentos absolutos e lógica aplicada;Construir base sólida de sintaxe, fluxo, entrada de dados, operadores, condicionais, laços, arrays, métodos e validação inicial.;M1 - Java fundamentos absolutos;String básica;base;Conceito, por que existe e vocabulário essencial;String básica - Conceito, por que existe e vocabulário essencial;concatenação, length, isEmpty, isBlank, equals, equalsIgnoreCase, contains e trim. Nesta sessão: explicar o conceito com analogias, termos corretos, limites e relação com Java/backend.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
114;M1.09.02;M1;Java fundamentos absolutos e lógica aplicada;Construir base sólida de sintaxe, fluxo, entrada de dados, operadores, condicionais, laços, arrays, métodos e validação inicial.;M1 - Java fundamentos absolutos;String básica;base;Exemplo mínimo digitado do zero;String básica - Exemplo mínimo digitado do zero;concatenação, length, isEmpty, isBlank, equals, equalsIgnoreCase, contains e trim. Nesta sessão: criar o menor código ou procedimento possível, executar e observar resultado.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
115;M1.09.03;M1;Java fundamentos absolutos e lógica aplicada;Construir base sólida de sintaxe, fluxo, entrada de dados, operadores, condicionais, laços, arrays, métodos e validação inicial.;M1 - Java fundamentos absolutos;String básica;base;Exemplo aplicado ao domínio corporativo;String básica - Exemplo aplicado ao domínio corporativo;concatenação, length, isEmpty, isBlank, equals, equalsIgnoreCase, contains e trim. Nesta sessão: aplicar o assunto em cenário de OS, cliente, produto, pedido, pagamento, auditoria ou mensageria.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
116;M1.09.04;M1;Java fundamentos absolutos e lógica aplicada;Construir base sólida de sintaxe, fluxo, entrada de dados, operadores, condicionais, laços, arrays, métodos e validação inicial.;M1 - Java fundamentos absolutos;String básica;base;Erros comuns, diagnóstico e perguntas de fixação;String básica - Erros comuns, diagnóstico e perguntas de fixação;concatenação, length, isEmpty, isBlank, equals, equalsIgnoreCase, contains e trim. Nesta sessão: quebrar de propósito, interpretar erro, responder perguntas e registrar checklist.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
117;M1.10.01;M1;Java fundamentos absolutos e lógica aplicada;Construir base sólida de sintaxe, fluxo, entrada de dados, operadores, condicionais, laços, arrays, métodos e validação inicial.;M1 - Java fundamentos absolutos;Entrada de dados com Scanner;base;Conceito, por que existe e vocabulário essencial;Entrada de dados com Scanner - Conceito, por que existe e vocabulário essencial;nextLine, nextInt, nextDouble, limpeza de buffer, Locale e fechamento. Nesta sessão: explicar o conceito com analogias, termos corretos, limites e relação com Java/backend.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
