documento_mentor_proposto;arquivo_mentor_proposto;modulo;nome_modulo;topico_macro;primeira_sessao_v4_1;ultima_sessao_v4_1;quantidade_sessoes_cobertas;tipos_sessao_cobertos;conteudo_consolidado_da_grade;regra_de_cobertura
149;149_M5_18_STREAM_API_COLLECT_COUNT_MATCH.md;M5;Collections, Generics, Streams e Java moderno;Stream API collect/count/match;M5.18.01;M5.18.04;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;toList, count, anyMatch, allMatch, noneMatch. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | toList, count, anyMatch, allMatch, noneMatch. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | toList, count, anyMatch, allMatch, noneMatch. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | toList, count, anyMatch, allMatch, noneMatch. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
150;150_M5_19_STREAM_REDUCE_E_SOMATORIOS.md;M5;Collections, Generics, Streams e Java moderno;Stream reduce e somatórios;M5.19.01;M5.19.04;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;somar valores, BigDecimal, identidade e erros comuns. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | somar valores, BigDecimal, identidade e erros comuns. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | somar valores, BigDecimal, identidade e erros comuns. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | somar valores, BigDecimal, identidade e erros comuns. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
151;151_M5_20_COLLECTORS_GROUPINGBY.md;M5;Collections, Generics, Streams e Java moderno;Collectors groupingBy;M5.20.01;M5.20.04;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;relatório por status, cliente, categoria e agrupamentos. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | relatório por status, cliente, categoria e agrupamentos. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | relatório por status, cliente, categoria e agrupamentos. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | relatório por status, cliente, categoria e agrupamentos. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
152;152_M5_21_COLLECTORS_PARTITIONINGBY.md;M5;Collections, Generics, Streams e Java moderno;Collectors partitioningBy;M5.21.01;M5.21.04;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;separar válidos/inválidos e regras booleanas. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | separar válidos/inválidos e regras booleanas. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | separar válidos/inválidos e regras booleanas. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | separar válidos/inválidos e regras booleanas. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
153;153_M5_22_SORTED_DISTINCT_LIMIT_SKIP.md;M5;Collections, Generics, Streams e Java moderno;sorted/distinct/limit/skip;M5.22.01;M5.22.04;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;ordenação, duplicidade, paginação conceitual e custo. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | ordenação, duplicidade, paginação conceitual e custo. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | ordenação, duplicidade, paginação conceitual e custo. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | ordenação, duplicidade, paginação conceitual e custo. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
154;154_M5_23_FLATMAP.md;M5;Collections, Generics, Streams e Java moderno;FlatMap;M5.23.01;M5.23.04;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;listas dentro de listas, pedido/itens e relatórios. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | listas dentro de listas, pedido/itens e relatórios. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | listas dentro de listas, pedido/itens e relatórios. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | listas dentro de listas, pedido/itens e relatórios. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
155;155_M5_24_ANTI_PADROES_DE_STREAM.md;M5;Collections, Generics, Streams e Java moderno;Anti-padrões de Stream;M5.24.01;M5.24.04;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;pipeline ilegível, side effects, stream para tudo e performance. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | pipeline ilegível, side effects, stream para tudo e performance. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | pipeline ilegível, side effects, stream para tudo e performance. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | pipeline ilegível, side effects, stream para tudo e performance. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
156;156_M5_25_CONCURRENT_COLLECTIONS_INTRODUTORIO.md;M5;Collections, Generics, Streams e Java moderno;Concurrent collections introdutório;M5.25.01;M5.25.04;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;ConcurrentHashMap, CopyOnWriteArrayList e quando aparece. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | ConcurrentHashMap, CopyOnWriteArrayList e quando aparece. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | ConcurrentHashMap, CopyOnWriteArrayList e quando aparece. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | ConcurrentHashMap, CopyOnWriteArrayList e quando aparece. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
157;157_M5_26_PROJETO_CONTROLE_FINANCEIRO_CONSOLE.md;M5;Collections, Generics, Streams e Java moderno;Projeto controle financeiro console;M5.26.01;M5.26.04;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;lançamentos, categorias, filtros, datas, BigDecimal e relatórios. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | lançamentos, categorias, filtros, datas, BigDecimal e relatórios. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | lançamentos, categorias, filtros, datas, BigDecimal e relatórios. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | lançamentos, categorias, filtros, datas, BigDecimal e relatórios. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
158;158_M6_01_CLEAN_CODE_NOMES_QUE_REVELAM_INTENCAO.md;M6;Código limpo, SOLID, refatoração e design patterns;Clean Code: nomes que revelam intenção;M6.01.01;M6.01.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;variáveis, métodos, classes, domínio e termos de negócio. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | variáveis, métodos, classes, domínio e termos de negócio. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | variáveis, métodos, classes, domínio e termos de negócio. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | variáveis, métodos, classes, domínio e termos de negócio. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
159;159_M6_02_FUNCOES_PEQUENAS_E_COESAS.md;M6;Código limpo, SOLID, refatoração e design patterns;Funções pequenas e coesas;M6.02.01;M6.02.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;tamanho, nível de abstração, parâmetros e retorno. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | tamanho, nível de abstração, parâmetros e retorno. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | tamanho, nível de abstração, parâmetros e retorno. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | tamanho, nível de abstração, parâmetros e retorno. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
