documento;arquivo;codigo_topico;modulo;nome_modulo;objetivo_modulo;referencia_v3;topico_macro;nivel;sessoes_v4_1_fundidas;tipos_sessao_v4_1;conteudos_v4_1;decisao_pedagogica
136;136_M4_25_PROJETO_SISTEMA_DE_PEDIDOS_OO.md;M4.25;M4;Orientação a Objetos de verdade e modelagem de domínio;Ensinar POO como modelagem de problema real, não só sintaxe de classe, preparando domínio empresarial, encapsulamento e objetos válidos.;M2 - Orientação a Objetos de verdade;Projeto sistema de pedidos OO;intermediario;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;Cliente, Produto, Pedido, ItemPedido, Pagamento, Status e regras. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | Cliente, Produto, Pedido, ItemPedido, Pagamento, Status e regras. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | Cliente, Produto, Pedido, ItemPedido, Pagamento, Status e regras. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | Cliente, Produto, Pedido, ItemPedido, Pagamento, Status e regras. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;fundir micro-sessões da v4.1 em uma aula mentorada completa
137;137_M4_26_PROJETO_OS_ORIENTADO_A_OBJETOS.md;M4.26;M4;Orientação a Objetos de verdade e modelagem de domínio;Ensinar POO como modelagem de problema real, não só sintaxe de classe, preparando domínio empresarial, encapsulamento e objetos válidos.;M2 - Orientação a Objetos de verdade;Projeto OS orientado a objetos;intermediario;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;OrdemServico, Atividade, ClienteCorporativo, Historico e status. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | OrdemServico, Atividade, ClienteCorporativo, Historico e status. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | OrdemServico, Atividade, ClienteCorporativo, Historico e status. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | OrdemServico, Atividade, ClienteCorporativo, Historico e status. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;fundir micro-sessões da v4.1 em uma aula mentorada completa
138;138_M4_27_REVISAO_OO_COM_CODE_REVIEW.md;M4.27;M4;Orientação a Objetos de verdade e modelagem de domínio;Ensinar POO como modelagem de problema real, não só sintaxe de classe, preparando domínio empresarial, encapsulamento e objetos válidos.;M2 - Orientação a Objetos de verdade;Revisão OO com code review;intermediario;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;nomes, responsabilidades, encapsulamento, invariantes e refatoração. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | nomes, responsabilidades, encapsulamento, invariantes e refatoração. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | nomes, responsabilidades, encapsulamento, invariantes e refatoração. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | nomes, responsabilidades, encapsulamento, invariantes e refatoração. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;fundir micro-sessões da v4.1 em uma aula mentorada completa
139;139_M5_01_LIMITACOES_DE_ARRAYS_E_ENTRADA_EM_COLLECTIONS.md;M5.01;M5;Collections, Generics, Streams e Java moderno;Dominar estruturas de dados e APIs modernas do Java com critério de escolha, performance, legibilidade e aplicação em relatórios e regras backend.;M3 - Collections, dados e Java moderno;Limitações de arrays e entrada em Collections;intermediario;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;tamanho fixo, operações manuais, List e abstrações. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | tamanho fixo, operações manuais, List e abstrações. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | tamanho fixo, operações manuais, List e abstrações. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | tamanho fixo, operações manuais, List e abstrações. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;fundir micro-sessões da v4.1 em uma aula mentorada completa
140;140_M5_02_LIST_E_ARRAYLIST.md;M5.02;M5;Collections, Generics, Streams e Java moderno;Dominar estruturas de dados e APIs modernas do Java com critério de escolha, performance, legibilidade e aplicação em relatórios e regras backend.;M3 - Collections, dados e Java moderno;List e ArrayList;intermediario;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;add, get, set, remove, size, contains, iteração e ordem. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | add, get, set, remove, size, contains, iteração e ordem. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | add, get, set, remove, size, contains, iteração e ordem. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | add, get, set, remove, size, contains, iteração e ordem. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;fundir micro-sessões da v4.1 em uma aula mentorada completa
141;141_M5_03_LINKEDLIST_E_COMPARACAO_COM_ARRAYLIST.md;M5.03;M5;Collections, Generics, Streams e Java moderno;Dominar estruturas de dados e APIs modernas do Java com critério de escolha, performance, legibilidade e aplicação em relatórios e regras backend.;M3 - Collections, dados e Java moderno;LinkedList e comparação com ArrayList;intermediario;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;quando aparece, custos, fila/deque e cuidados. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | quando aparece, custos, fila/deque e cuidados. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | quando aparece, custos, fila/deque e cuidados. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | quando aparece, custos, fila/deque e cuidados. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;fundir micro-sessões da v4.1 em uma aula mentorada completa
142;142_M5_04_SET_E_HASHSET.md;M5.04;M5;Collections, Generics, Streams e Java moderno;Dominar estruturas de dados e APIs modernas do Java com critério de escolha, performance, legibilidade e aplicação em relatórios e regras backend.;M3 - Collections, dados e Java moderno;Set e HashSet;intermediario;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;unicidade, contains, duplicidade e uso por documento/código. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | unicidade, contains, duplicidade e uso por documento/código. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | unicidade, contains, duplicidade e uso por documento/código. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | unicidade, contains, duplicidade e uso por documento/código. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;fundir micro-sessões da v4.1 em uma aula mentorada completa
143;143_M5_05_LINKEDHASHSET_E_TREESET.md;M5.05;M5;Collections, Generics, Streams e Java moderno;Dominar estruturas de dados e APIs modernas do Java com critério de escolha, performance, legibilidade e aplicação em relatórios e regras backend.;M3 - Collections, dados e Java moderno;LinkedHashSet e TreeSet;intermediario;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;ordem de inserção, ordenação natural e custo. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | ordem de inserção, ordenação natural e custo. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | ordem de inserção, ordenação natural e custo. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | ordem de inserção, ordenação natural e custo. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;fundir micro-sessões da v4.1 em uma aula mentorada completa
144;144_M5_06_MAP_E_HASHMAP.md;M5.06;M5;Collections, Generics, Streams e Java moderno;Dominar estruturas de dados e APIs modernas do Java com critério de escolha, performance, legibilidade e aplicação em relatórios e regras backend.;M3 - Collections, dados e Java moderno;Map e HashMap;intermediario;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;chave-valor, put, get, containsKey e índice por código. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | chave-valor, put, get, containsKey e índice por código. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | chave-valor, put, get, containsKey e índice por código. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | chave-valor, put, get, containsKey e índice por código. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;fundir micro-sessões da v4.1 em uma aula mentorada completa
145;145_M5_07_LINKEDHASHMAP_E_TREEMAP.md;M5.07;M5;Collections, Generics, Streams e Java moderno;Dominar estruturas de dados e APIs modernas do Java com critério de escolha, performance, legibilidade e aplicação em relatórios e regras backend.;M3 - Collections, dados e Java moderno;LinkedHashMap e TreeMap;intermediario;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;ordem, ordenação de chaves e relatórios. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | ordem, ordenação de chaves e relatórios. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | ordem, ordenação de chaves e relatórios. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | ordem, ordenação de chaves e relatórios. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;fundir micro-sessões da v4.1 em uma aula mentorada completa
